charge_weight_kg,explosive_type,charge_shape,tnt_equivalent_weight_kg,standoff_distance_m,scaled_distance_Z,structure_type,quality_factor,peak_overpressure_kpa,impulse_kpa_ms,damage_category
1174.786,TNT,cylindrical,1527.222,3.646,0.3166,steel_frame,0.813,9546.459,504.269,collapse
1503.808,TNT,spherical,1503.808,21.538,1.8799,masonry_wall,1.001,401.802,86.99,collapse
39.512,TNT,cylindrical,51.366,13.054,3.5118,masonry_wall,1.036,128.679,18.054,minor
54.708,ANFO,cylindrical,58.319,7.183,1.8523,glazing_window,0.887,405.377,29.285,collapse
20.254,RDX,hemispherical,64.811,3.302,0.822,glazing_window,1.0,1993.952,65.823,collapse
250.695,RDX,hemispherical,802.223,120.967,13.0187,steel_frame,0.939,13.777,13.434,none
437.903,RDX,hemispherical,1401.289,178.599,15.9601,glazing_window,1.08,15.09,13.328,moderate
0.564,C4,cylindrical,1.004,14.866,14.8456,masonry_wall,1.048,16.739,1.292,none
133.695,ANFO,spherical,109.63,2.699,0.5639,glazing_window,0.943,3564.198,119.752,collapse
10.791,ANFO,spherical,8.849,7.537,3.6437,rc_wall,0.89,120.45,8.929,none
1.226,C4,spherical,1.679,12.049,10.137,glazing_window,1.132,21.11,2.235,none
14.079,TNT,cylindrical,18.302,3.312,1.2568,rc_wall,1.168,845.245,33.81,none
9.1,RDX,cylindrical,18.929,139.358,52.2906,glazing_window,0.92,7.67,1.426,none
98.739,RDX,cylindrical,205.378,33.11,5.612,steel_frame,0.987,52.789,15.555,none
211.091,TNT,spherical,211.091,13.565,2.2782,glazing_window,0.923,275.671,42.377,collapse
192.044,C4,spherical,263.1,18.934,2.9548,glazing_window,0.863,179.088,34.173,collapse
221.203,ANFO,hemispherical,362.773,1.307,0.1832,masonry_wall,1.05,16655.458,506.124,collapse
0.528,ANFO,hemispherical,0.866,16.624,17.44,glazing_window,0.996,11.359,1.138,none
133.096,ANFO,cylindrical,141.881,36.501,6.9983,steel_frame,0.934,37.909,10.933,none
24.02,C4,cylindrical,42.78,10.304,2.9461,masonry_wall,0.871,172.757,17.556,minor
490.534,C4,hemispherical,1344.063,55.036,4.9871,glazing_window,1.087,60.238,36.462,collapse
10.867,ANFO,spherical,8.911,11.281,5.4413,rc_wall,1.015,57.583,6.259,none
1304.041,TNT,cylindrical,1695.254,18.58,1.5582,rc_wall,0.818,627.219,96.898,severe
1.866,ANFO,hemispherical,3.06,192.085,132.3125,masonry_wall,1.156,8.223,0.886,none
3.569,C4,hemispherical,9.779,1.51,0.7063,rc_wall,0.904,2395.39,38.397,minor
61.09,TNT,hemispherical,122.179,1.741,0.3509,rc_wall,1.01,8465.67,179.384,collapse
6.592,TNT,spherical,6.592,1.785,0.9521,masonry_wall,0.987,1657.098,29.359,moderate
388.657,RDX,hemispherical,1243.703,10.835,1.0075,rc_wall,1.161,1370.982,161.903,collapse
11.928,RDX,hemispherical,38.169,17.008,5.0513,masonry_wall,0.98,58.921,11.604,none
914.862,TNT,cylindrical,1189.321,2.467,0.2329,glazing_window,1.029,13611.556,668.818,collapse
341.792,C4,hemispherical,936.511,30.175,3.0842,glazing_window,0.912,169.555,48.394,collapse
42.269,RDX,cylindrical,87.92,1.316,0.2959,steel_frame,1.072,10070.914,195.612,collapse
8.184,RDX,spherical,13.095,6.136,2.6033,steel_frame,0.9,218.915,13.222,none
2.703,C4,hemispherical,7.405,20.513,10.5242,rc_wall,1.071,20.98,3.777,none
70.596,ANFO,cylindrical,75.255,87.976,20.8378,glazing_window,1.179,10.467,3.556,none
69.63,ANFO,spherical,57.097,47.138,12.2414,glazing_window,0.841,18.559,5.582,minor
0.768,RDX,spherical,1.229,8.574,8.0044,rc_wall,0.924,31.719,2.175,none
0.582,RDX,spherical,0.931,10.573,10.8264,glazing_window,0.95,21.328,1.611,none
1002.86,C4,spherical,1373.919,28.237,2.54,steel_frame,0.89,240.256,64.533,severe
135.215,RDX,cylindrical,281.246,62.228,9.4979,rc_wall,1.046,25.004,11.423,none
2.407,TNT,hemispherical,4.814,8.142,4.822,steel_frame,1.023,67.221,5.581,none
354.852,C4,hemispherical,972.295,8.038,0.8114,glazing_window,1.148,1756.224,199.021,collapse
729.785,RDX,spherical,1167.656,1.199,0.1139,glazing_window,0.873,15145.358,781.737,collapse
10.298,TNT,hemispherical,20.595,38.149,13.9175,steel_frame,1.057,15.888,3.365,none
200.527,ANFO,hemispherical,328.864,2.338,0.3387,masonry_wall,0.863,7901.036,288.593,collapse
324.782,TNT,spherical,324.782,12.296,1.7888,rc_wall,1.022,376.949,53.252,minor
2.722,ANFO,hemispherical,4.464,52.052,31.6128,masonry_wall,0.799,8.602,1.114,none
1.925,RDX,spherical,3.081,17.86,12.274,glazing_window,1.151,17.583,2.418,none
19.789,RDX,hemispherical,63.326,3.242,0.8133,rc_wall,0.886,2119.101,66.724,moderate
2.582,TNT,hemispherical,5.165,7.705,4.4577,steel_frame,0.7,98.957,6.221,none
630.502,RDX,hemispherical,2017.606,8.639,0.6837,rc_wall,0.915,2654.937,282.188,collapse
12.756,RDX,hemispherical,40.82,21.817,6.3363,steel_frame,0.973,39.918,8.867,none
0.702,ANFO,cylindrical,0.748,28.13,30.9886,masonry_wall,1.064,7.968,0.649,none
1760.419,ANFO,hemispherical,2887.087,90.142,6.3305,steel_frame,1.22,41.425,40.368,none
10.946,TNT,spherical,10.946,6.316,2.8446,steel_frame,0.993,181.069,13.147,none
274.503,TNT,hemispherical,549.007,3.46,0.4226,rc_wall,0.959,5381.116,256.551,collapse
1.485,ANFO,cylindrical,1.583,92.127,79.0468,rc_wall,0.943,6.975,0.666,none
109.188,RDX,hemispherical,349.401,56.108,7.9662,steel_frame,1.062,32.713,14.925,none
1.056,ANFO,spherical,0.866,1.536,1.6118,rc_wall,0.838,595.479,7.963,none
1.602,RDX,hemispherical,5.127,150.935,87.5342,steel_frame,0.703,7.826,1.065,none
9.577,TNT,cylindrical,12.45,1.682,0.7256,glazing_window,0.871,2544.596,46.196,collapse
4.605,C4,hemispherical,12.618,4.621,1.9849,steel_frame,0.995,320.596,19.052,none
37.916,TNT,cylindrical,49.291,6.419,1.7508,glazing_window,0.963,466.087,32.442,collapse
25.965,TNT,spherical,25.965,80.212,27.088,glazing_window,0.991,8.623,2.243,none
18.467,C4,cylindrical,32.89,3.283,1.0245,steel_frame,0.996,1331.867,49.39,moderate
0.575,RDX,hemispherical,1.841,12.546,10.2361,masonry_wall,0.939,22.19,2.073,none
15.078,TNT,spherical,15.078,28.77,11.6456,rc_wall,0.817,18.7,3.83,none
245.16,RDX,cylindrical,509.932,6.025,0.7542,rc_wall,1.024,2275.656,145.344,collapse
1029.56,RDX,hemispherical,3294.592,1.171,0.0787,masonry_wall,1.041,12610.002,1090.717,collapse
7.755,ANFO,cylindrical,8.267,94.229,46.6023,rc_wall,1.054,7.6,1.172,none
59.507,ANFO,hemispherical,97.591,164.778,35.7902,steel_frame,0.92,9.43,3.092,none
0.918,RDX,spherical,1.468,5.227,4.5988,glazing_window,1.072,64.832,3.511,minor
132.499,C4,hemispherical,363.048,2.205,0.3091,steel_frame,0.894,8956.658,300.291,collapse
1291.303,ANFO,spherical,1058.869,77.466,7.6003,masonry_wall,0.793,33.506,24.128,minor
18.494,TNT,spherical,18.494,80.941,30.6075,glazing_window,1.163,8.105,1.398,none
1402.069,ANFO,hemispherical,2299.393,2.475,0.1875,steel_frame,1.04,14006.607,913.113,collapse
5.883,C4,spherical,8.06,130.42,65.0473,glazing_window,0.88,7.209,1.108,none
304.667,TNT,spherical,304.667,1.179,0.1752,steel_frame,1.035,15904.077,472.376,collapse
1229.479,RDX,cylindrical,2557.316,7.89,0.577,masonry_wall,1.014,3754.006,317.694,collapse
660.117,C4,cylindrical,1175.669,6.829,0.647,steel_frame,1.062,3230.468,232.254,collapse
84.981,ANFO,cylindrical,90.59,1.812,0.4036,glazing_window,1.252,7269.246,179.166,collapse
413.593,RDX,spherical,661.748,36.925,4.2373,masonry_wall,1.109,85.406,29.747,minor
36.52,ANFO,hemispherical,59.893,17.484,4.4688,rc_wall,1.011,88.52,15.398,none
270.422,ANFO,spherical,221.746,16.138,2.6662,glazing_window,1.123,231.018,29.255,collapse
3.534,ANFO,hemispherical,5.796,18.864,10.5016,rc_wall,0.993,21.333,2.8,none
0.718,C4,hemispherical,1.967,2.3,1.8355,glazing_window,0.876,381.409,9.612,severe
359.474,RDX,spherical,575.158,6.248,0.7513,masonry_wall,0.965,2254.773,171.972,collapse
1557.684,ANFO,hemispherical,2554.601,7.202,0.5268,steel_frame,0.997,4533.025,349.361,collapse
306.322,TNT,hemispherical,612.644,17.261,2.0323,rc_wall,0.994,369.453,67.096,moderate
2.803,ANFO,spherical,2.299,21.784,16.5061,steel_frame,0.742,12.033,1.625,none
1.433,TNT,hemispherical,2.866,5.102,3.5916,steel_frame,1.075,105.478,6.115,none
12.764,RDX,spherical,20.422,196.651,71.9447,glazing_window,0.956,7.594,1.528,none
1009.956,C4,hemispherical,2767.28,35.172,2.5053,masonry_wall,1.149,193.94,88.669,collapse
293.311,RDX,cylindrical,610.087,80.323,9.4706,rc_wall,0.909,26.844,14.118,none
0.557,RDX,spherical,0.892,113.024,117.4228,masonry_wall,1.052,8.552,0.496,none
1.561,ANFO,spherical,1.28,2.665,2.4542,glazing_window,1.163,236.732,6.594,minor
62.586,TNT,hemispherical,125.172,15.01,3.0006,masonry_wall,0.924,159.166,26.483,moderate
220.046,RDX,hemispherical,704.149,80.83,9.0856,steel_frame,1.067,27.553,17.986,none
1.223,RDX,hemispherical,3.915,13.439,8.5272,masonry_wall,1.032,28.522,2.739,none
8.81,RDX,cylindrical,18.324,5.342,2.0261,rc_wall,0.959,372.595,18.375,none
0.527,ANFO,spherical,0.432,148.703,196.6588,rc_wall,0.829,7.132,0.38,none
16.23,C4,cylindrical,28.906,2.149,0.7002,steel_frame,0.985,2616.145,62.774,moderate
18.872,C4,hemispherical,51.71,26.74,7.1775,rc_wall,1.247,36.36,8.966,none
1212.319,RDX,hemispherical,3879.419,6.672,0.4246,masonry_wall,1.161,5776.87,611.091,collapse
899.294,ANFO,hemispherical,1474.843,88.537,7.7782,steel_frame,1.01,33.029,26.402,none
0.73,C4,cylindrical,1.3,17.549,16.0783,glazing_window,1.207,11.857,1.306,none
135.798,C4,cylindrical,241.857,14.202,2.2795,glazing_window,1.063,264.265,34.091,collapse
311.089,TNT,hemispherical,622.177,1.464,0.1715,steel_frame,0.976,15492.464,589.545,collapse
1.05,ANFO,hemispherical,1.723,6.514,5.4337,rc_wall,1.086,57.295,3.182,none
4.799,C4,cylindrical,8.546,2.077,1.0157,masonry_wall,1.048,1361.046,33.991,moderate
74.395,TNT,spherical,74.395,40.438,9.6147,steel_frame,1.069,22.616,7.355,none
21.896,TNT,spherical,21.896,44.488,15.9022,glazing_window,0.962,12.029,3.594,none
5.334,RDX,hemispherical,17.068,46.747,18.1559,steel_frame,1.161,13.193,2.733,none
64.548,ANFO,hemispherical,105.858,3.76,0.7949,masonry_wall,0.92,1961.806,82.643,collapse
2.717,TNT,spherical,2.717,1.761,1.2621,rc_wall,0.862,813.26,15.925,none
1584.604,RDX,cylindrical,3295.976,4.449,0.299,masonry_wall,1.065,10116.51,580.938,collapse
61.399,C4,cylindrical,109.351,1.812,0.3789,rc_wall,1.043,6238.914,158.175,collapse
0.82,RDX,cylindrical,1.706,3.521,2.9462,masonry_wall,1.047,153.05,6.512,none
51.728,ANFO,hemispherical,84.833,1.031,0.2347,rc_wall,1.029,12576.119,264.43,collapse
28.669,ANFO,spherical,23.508,87.755,30.6337,steel_frame,0.9,7.783,2.093,none
1.346,C4,hemispherical,3.687,1.002,0.6483,masonry_wall,0.871,3424.332,37.798,severe
50.025,TNT,spherical,50.025,3.315,0.8996,rc_wall,1.087,1572.082,51.428,minor
87.743,RDX,cylindrical,182.506,12.845,2.2645,masonry_wall,1.062,283.348,37.193,moderate
349.106,ANFO,hemispherical,572.533,1.139,0.1372,glazing_window,0.992,14137.625,663.033,collapse
5.656,TNT,cylindrical,7.353,65.034,33.4442,masonry_wall,1.103,7.817,1.317,none
75.224,ANFO,hemispherical,123.367,5.859,1.1769,glazing_window,0.99,1025.639,63.974,collapse
87.564,ANFO,cylindrical,93.344,172.239,37.9698,rc_wall,0.868,8.26,2.687,none
446.009,RDX,spherical,713.614,7.354,0.823,glazing_window,1.061,1882.399,152.055,collapse
25.648,RDX,spherical,41.037,1.443,0.4184,masonry_wall,1.046,6039.047,107.267,collapse
0.743,ANFO,spherical,0.61,83.84,98.8807,masonry_wall,0.848,8.137,0.472,none
0.56,RDX,hemispherical,1.792,3.809,3.1358,masonry_wall,0.997,144.028,6.4,none
70.844,RDX,spherical,113.35,3.551,0.7336,masonry_wall,1.146,2272.615,95.092,collapse
42.3,ANFO,spherical,34.686,75.704,23.213,steel_frame,0.877,8.46,3.046,none
1255.279,C4,hemispherical,3439.464,31.714,2.101,rc_wall,0.94,324.595,115.235,severe
5.29,ANFO,cylindrical,5.64,34.86,19.5843,masonry_wall,1.193,10.841,1.68,none
638.999,ANFO,hemispherical,1047.959,50.566,4.9782,masonry_wall,0.995,75.157,36.624,moderate
2.744,RDX,spherical,4.39,2.303,1.4062,masonry_wall,1.074,687.385,17.063,minor
0.971,C4,cylindrical,1.73,5.608,4.6715,glazing_window,1.014,69.246,4.642,minor
2.672,ANFO,cylindrical,2.848,4.093,2.8872,rc_wall,1.093,193.786,8.46,none
0.659,RDX,cylindrical,1.371,179.65,161.7046,steel_frame,0.993,6.576,0.625,none
1664.017,TNT,spherical,1664.017,2.522,0.2128,rc_wall,1.113,14317.569,711.945,collapse
187.823,TNT,cylindrical,244.17,8.732,1.3971,masonry_wall,1.221,768.112,74.255,severe
145.384,ANFO,spherical,119.215,9.858,2.003,rc_wall,1.061,344.282,33.246,none
6.038,C4,cylindrical,10.754,3.226,1.4613,glazing_window,0.854,687.692,21.126,collapse
132.989,C4,spherical,182.194,39.237,6.9213,masonry_wall,1.154,42.049,13.793,none
11.418,TNT,cylindrical,14.843,32.899,13.3867,glazing_window,0.804,17.004,3.572,minor
66.268,RDX,cylindrical,137.838,8.989,1.7401,rc_wall,0.991,464.098,49.238,minor
54.508,C4,spherical,74.675,49.945,11.8605,rc_wall,1.276,17.625,6.421,none
58.976,TNT,spherical,58.976,4.898,1.2584,masonry_wall,0.833,834.897,46.65,severe
169.074,ANFO,hemispherical,277.282,57.936,8.8847,masonry_wall,0.855,26.077,13.103,none
0.886,ANFO,cylindrical,0.944,2.473,2.5205,steel_frame,1.087,242.844,5.694,none
6.094,RDX,cylindrical,12.676,15.839,6.7932,steel_frame,1.057,48.624,5.599,none
4.428,ANFO,spherical,3.631,1.443,0.9388,masonry_wall,1.08,1593.491,23.648,minor
155.869,TNT,spherical,155.869,151.194,28.094,masonry_wall,0.933,7.644,4.437,none
556.917,ANFO,spherical,456.672,12.412,1.6117,glazing_window,1.025,519.116,75.268,collapse
7.221,C4,cylindrical,12.861,38.818,16.568,steel_frame,0.834,13.196,2.489,none
122.439,ANFO,hemispherical,200.801,97.14,16.5886,masonry_wall,0.96,13.002,6.946,none
7.662,TNT,hemispherical,15.323,21.988,8.8528,masonry_wall,1.253,30.495,4.749,none
4.852,RDX,cylindrical,10.092,8.74,4.0446,steel_frame,0.905,80.873,8.164,none
0.931,TNT,spherical,0.931,1.06,1.0855,glazing_window,1.033,1057.781,12.81,severe
173.993,RDX,spherical,278.388,1.184,0.1813,masonry_wall,1.08,14906.22,436.677,collapse
1507.206,ANFO,spherical,1235.909,2.148,0.2002,glazing_window,0.897,15679.697,779.688,collapse
0.506,C4,hemispherical,1.386,6.329,5.6761,steel_frame,1.08,56.959,3.335,none
180.525,C4,hemispherical,494.639,1.131,0.1431,rc_wall,0.969,17044.52,567.595,collapse
377.421,RDX,spherical,603.873,7.568,0.8954,steel_frame,1.004,1734.757,136.063,collapse
10.27,ANFO,spherical,8.421,15.327,7.5334,glazing_window,0.803,34.07,4.778,minor
357.258,C4,hemispherical,978.886,22.918,2.3081,rc_wall,0.985,262.741,66.532,moderate
94.145,RDX,cylindrical,195.822,10.319,1.777,masonry_wall,1.048,431.618,49.687,severe
3.712,C4,hemispherical,10.171,1.266,0.5841,glazing_window,1.046,3411.271,48.61,collapse
0.506,RDX,spherical,0.809,56.647,60.7829,masonry_wall,1.023,7.483,0.55,none
72.12,ANFO,spherical,59.139,4.459,1.1445,rc_wall,1.067,1041.139,40.423,minor
6.602,RDX,spherical,10.563,9.975,4.5464,glazing_window,1.045,88.132,8.851,moderate
191.153,RDX,spherical,305.845,190.977,28.3452,rc_wall,0.856,8.478,5.211,none
185.668,RDX,cylindrical,386.189,46.4,6.3716,glazing_window,0.975,47.761,18.51,severe
279.171,ANFO,spherical,228.92,193.391,31.6137,rc_wall,1.081,8.721,4.269,none
85.835,RDX,hemispherical,274.672,192.916,29.6777,masonry_wall,0.763,8.367,4.411,none
396.687,TNT,hemispherical,793.374,11.016,1.1899,steel_frame,1.113,943.214,110.448,severe
2.322,RDX,cylindrical,4.829,11.974,7.0841,masonry_wall,1.131,38.009,4.23,none
874.876,RDX,spherical,1399.801,4.75,0.4246,rc_wall,0.924,5133.354,366.084,collapse
1072.266,TNT,cylindrical,1393.945,3.391,0.3036,steel_frame,1.092,9541.116,461.808,collapse
1820.35,TNT,cylindrical,2366.455,168.626,12.654,rc_wall,0.879,18.318,19.644,none
18.969,RDX,hemispherical,60.702,4.053,1.0312,masonry_wall,1.144,1162.644,54.085,severe
16.22,TNT,hemispherical,32.439,6.849,2.1474,masonry_wall,1.02,269.176,22.782,minor
504.73,ANFO,spherical,413.879,16.457,2.2084,rc_wall,1.069,309.801,43.605,minor
156.213,ANFO,cylindrical,166.523,5.112,0.9291,rc_wall,1.076,1397.613,82.082,moderate
3.67,RDX,hemispherical,11.745,19.555,8.603,glazing_window,1.166,31.385,4.635,minor
78.77,RDX,spherical,126.031,1.198,0.239,masonry_wall,1.138,12551.639,299.454,collapse
15.156,RDX,hemispherical,48.5,20.359,5.5827,rc_wall,0.975,61.113,9.124,none
105.139,C4,hemispherical,288.08,75.679,11.4587,rc_wall,0.865,17.952,10.258,none
3.55,C4,hemispherical,9.727,141.037,66.0692,masonry_wall,0.832,8.154,1.063,none
1.283,ANFO,spherical,1.052,108.303,106.4905,masonry_wall,0.904,7.672,0.514,none
23.384,TNT,hemispherical,46.769,141.18,39.1853,steel_frame,0.876,7.287,1.985,none
82.47,RDX,cylindrical,171.537,53.631,9.6523,glazing_window,0.819,23.994,11.612,severe
330.639,C4,hemispherical,905.951,5.115,0.5286,masonry_wall,0.976,4185.347,238.322,collapse
2.132,ANFO,spherical,1.748,4.933,4.0953,rc_wall,1.131,93.721,4.519,none
1604.708,TNT,cylindrical,2086.12,5.806,0.4544,steel_frame,0.896,5421.893,427.216,collapse
408.107,ANFO,spherical,334.648,3.377,0.4864,glazing_window,0.898,5452.87,194.536,collapse
9.105,RDX,cylindrical,18.939,6.781,2.5439,masonry_wall,1.096,259.954,16.59,none
19.387,RDX,hemispherical,62.04,14.598,3.6877,rc_wall,0.998,116.552,16.248,none
0.646,ANFO,spherical,0.529,72.806,89.9939,steel_frame,1.077,8.803,0.49,none
145.728,RDX,cylindrical,303.115,2.697,0.4015,steel_frame,1.242,5976.275,246.644,collapse
3.999,TNT,hemispherical,7.999,3.958,1.9789,steel_frame,1.109,330.637,13.215,none
3.742,TNT,spherical,3.742,1.469,0.946,rc_wall,1.096,1472.84,25.639,none
4.335,RDX,hemispherical,13.873,3.192,1.3284,rc_wall,0.855,860.328,27.157,none
0.527,C4,hemispherical,1.444,49.716,43.9897,rc_wall,0.825,7.521,0.589,none
103.282,RDX,hemispherical,330.501,38.373,5.5501,glazing_window,0.728,57.457,16.625,collapse
881.258,TNT,spherical,881.258,18.085,1.8863,rc_wall,0.992,377.061,75.971,moderate
2.416,RDX,cylindrical,5.024,2.133,1.2456,glazing_window,0.999,1004.774,20.012,collapse
6.037,C4,cylindrical,10.751,129.929,58.8685,steel_frame,1.004,7.983,1.184,none
7.639,RDX,cylindrical,15.889,18.027,7.1705,masonry_wall,1.021,36.475,6.627,none
9.609,C4,spherical,13.165,35.038,14.8389,glazing_window,0.968,13.158,3.396,none
0.949,RDX,cylindrical,1.973,64.562,51.4752,glazing_window,1.092,7.56,0.646,none
2.278,C4,spherical,3.121,1.564,1.0702,steel_frame,1.212,1166.041,20.928,none
1.836,ANFO,spherical,1.506,3.228,2.8168,glazing_window,1.006,186.634,6.189,moderate
0.705,ANFO,hemispherical,1.156,79.905,76.1311,glazing_window,0.936,7.535,0.589,none
256.24,TNT,cylindrical,333.112,181.586,26.1951,steel_frame,1.253,8.55,5.801,none
6.878,RDX,spherical,11.005,18.093,8.1345,glazing_window,0.732,29.286,3.939,minor
547.976,C4,hemispherical,1501.453,4.999,0.4365,glazing_window,0.754,6135.945,306.937,collapse
320.081,TNT,spherical,320.081,4.235,0.6191,steel_frame,1.142,3065.831,147.682,collapse
1355.287,TNT,hemispherical,2710.575,45.952,3.2957,glazing_window,1.039,144.264,65.204,collapse
52.009,RDX,spherical,83.215,1.774,0.4062,masonry_wall,0.947,6451.977,122.704,collapse
110.737,TNT,cylindrical,143.958,184.45,35.1938,rc_wall,1.022,9.11,3.332,none
1.169,C4,hemispherical,3.204,151.535,102.7909,steel_frame,1.012,7.41,0.9,none
8.625,ANFO,hemispherical,14.145,117.113,48.4255,masonry_wall,1.041,7.678,1.09,none
0.538,RDX,cylindrical,1.12,2.312,2.2268,glazing_window,1.029,301.984,7.711,moderate
25.457,C4,hemispherical,69.753,64.502,15.6693,glazing_window,0.925,12.215,4.96,minor
5.476,RDX,hemispherical,17.523,5.709,2.1981,masonry_wall,0.993,283.19,17.674,minor
99.334,TNT,cylindrical,129.134,1.31,0.2592,rc_wall,1.105,10685.875,256.828,collapse
52.696,C4,hemispherical,144.388,5.102,0.9724,steel_frame,0.901,1425.993,80.564,severe
33.294,TNT,hemispherical,66.589,31.324,7.7281,masonry_wall,0.913,29.366,9.467,none
131.66,C4,cylindrical,234.487,3.85,0.6243,rc_wall,1.012,3458.871,125.917,collapse
98.451,TNT,hemispherical,196.902,16.666,2.8647,steel_frame,0.828,204.731,32.368,minor
222.97,TNT,hemispherical,445.941,14.365,1.8803,masonry_wall,1.124,383.091,50.27,severe
2.799,C4,hemispherical,7.67,1.19,0.6034,rc_wall,0.844,3226.851,44.073,minor
1628.24,RDX,hemispherical,5210.369,7.131,0.4113,rc_wall,1.104,5510.88,612.127,collapse
3.585,C4,hemispherical,9.822,2.197,1.0259,masonry_wall,1.01,1390.088,32.66,moderate
151.217,C4,spherical,207.168,186.861,31.58,masonry_wall,1.031,8.339,4.286,none
2.545,TNT,hemispherical,5.09,8.86,5.1505,masonry_wall,0.958,65.53,5.501,none
46.603,RDX,spherical,74.565,1.597,0.3795,steel_frame,1.044,7253.772,151.723,collapse
445.369,RDX,spherical,712.591,2.697,0.3019,rc_wall,1.064,9178.008,462.407,collapse
0.629,RDX,spherical,1.007,1.613,1.609,masonry_wall,1.031,536.842,8.469,none
222.133,TNT,spherical,222.133,199.578,32.954,masonry_wall,1.011,7.683,3.764,none
371.425,ANFO,cylindrical,395.939,1.407,0.1916,glazing_window,0.995,15280.983,468.976,collapse
1.873,RDX,spherical,2.997,5.293,3.6713,rc_wall,1.033,137.103,6.79,none
64.527,RDX,cylindrical,134.216,1.531,0.299,glazing_window,1.118,10076.459,228.438,collapse
1.375,ANFO,cylindrical,1.466,21.318,18.7665,steel_frame,0.985,12.132,1.204,none
1023.345,C4,spherical,1401.983,177.259,15.8378,rc_wall,1.281,13.129,12.65,none
7.983,RDX,spherical,12.773,68.558,29.3292,masonry_wall,1.246,8.665,1.839,none
1.617,ANFO,hemispherical,2.652,152.191,109.9472,steel_frame,0.7,7.754,0.793,none
341.479,ANFO,hemispherical,560.026,1.054,0.1279,masonry_wall,1.166,15381.883,522.77,collapse
1395.169,TNT,spherical,1395.169,28.779,2.5755,masonry_wall,0.995,223.775,72.602,collapse
2.51,TNT,spherical,2.51,1.987,1.4619,rc_wall,1.003,677.242,13.611,none
0.973,C4,hemispherical,2.665,19.006,13.7082,glazing_window,1.181,14.247,1.898,none
0.672,C4,spherical,0.92,1.847,1.8988,masonry_wall,1.3,389.18,8.477,none
21.91,C4,spherical,30.017,16.905,5.4396,rc_wall,1.001,63.949,8.67,none
0.596,TNT,hemispherical,1.191,2.067,1.9496,rc_wall,1.103,411.48,7.621,none
1.035,TNT,cylindrical,1.345,84.597,76.6298,glazing_window,1.011,7.639,0.613,none
356.235,C4,spherical,488.042,14.983,1.9031,steel_frame,0.931,468.724,57.875,moderate
829.38,TNT,hemispherical,1658.76,150.833,12.7419,masonry_wall,1.065,16.721,18.864,none
16.484,C4,spherical,22.583,131.067,46.3695,steel_frame,1.096,7.784,1.563,none
1.579,RDX,cylindrical,3.285,1.438,0.9672,rc_wall,0.888,1597.122,20.471,none
13.365,RDX,spherical,21.385,3.388,1.2205,glazing_window,0.909,848.205,37.405,collapse
452.428,ANFO,cylindrical,482.288,129.103,16.4626,rc_wall,1.069,11.326,8.921,none
2.123,ANFO,spherical,1.741,47.084,39.1407,steel_frame,0.877,7.744,0.612,none
176.289,TNT,spherical,176.289,33.965,6.0574,glazing_window,0.924,42.964,15.903,severe
0.741,RDX,spherical,1.186,126.284,119.3008,masonry_wall,1.116,7.742,0.645,none
26.363,RDX,hemispherical,84.362,19.309,4.4026,masonry_wall,0.881,92.875,16.636,minor
6.336,C4,cylindrical,11.284,132.331,58.9987,masonry_wall,0.973,7.102,1.195,none
6.927,ANFO,hemispherical,11.361,87.397,38.8766,rc_wall,1.113,7.175,1.174,none
22.479,ANFO,hemispherical,36.865,7.598,2.2829,rc_wall,1.182,238.475,19.488,none
16.221,RDX,cylindrical,33.739,3.604,1.1154,steel_frame,0.853,907.73,41.366,moderate
963.911,C4,hemispherical,2641.116,61.418,4.4433,glazing_window,0.91,76.409,55.113,collapse
169.754,TNT,cylindrical,220.68,109.303,18.0875,rc_wall,0.898,12.642,6.163,none
306.093,ANFO,spherical,250.996,94.692,15.0114,glazing_window,1.087,15.254,8.082,minor
264.523,RDX,spherical,423.237,12.877,1.7151,rc_wall,0.96,489.975,68.967,moderate
12.919,C4,cylindrical,23.008,14.029,4.9324,steel_frame,0.871,73.3,9.301,none
23.785,TNT,cylindrical,30.92,5.179,1.6501,steel_frame,0.822,567.434,24.137,minor
55.021,RDX,cylindrical,114.444,37.35,7.6929,glazing_window,1.041,34.601,10.407,moderate
0.724,RDX,cylindrical,1.506,1.475,1.2868,steel_frame,0.7,706.556,13.362,none
1.17,TNT,cylindrical,1.521,177.333,154.1883,masonry_wall,0.952,6.988,0.558,none
530.644,C4,spherical,726.982,32.476,3.6118,steel_frame,0.948,123.268,38.444,minor
90.589,C4,cylindrical,161.34,1.052,0.1932,steel_frame,0.852,16777.3,422.109,collapse
11.161,RDX,spherical,17.857,5.107,1.954,glazing_window,0.979,376.046,18.178,collapse
201.835,ANFO,hemispherical,331.009,15.253,2.205,steel_frame,0.958,297.746,43.241,moderate
31.081,C4,hemispherical,85.163,1.514,0.344,rc_wall,0.864,7479.112,179.598,collapse
213.578,ANFO,spherical,175.134,13.715,2.4513,masonry_wall,1.06,210.687,31.791,moderate
25.177,C4,spherical,34.493,1.878,0.5768,rc_wall,1.008,3694.157,76.073,moderate
2.045,ANFO,hemispherical,3.354,55.001,36.7426,glazing_window,1.052,9.443,1.016,none
76.311,TNT,spherical,76.311,29.818,7.0299,rc_wall,0.962,40.179,8.259,none
77.366,RDX,spherical,123.786,1.777,0.3565,glazing_window,0.88,7748.01,175.797,collapse
